Designator,Mid X,Mid Y,Rotation,Layer
C8,124.4,-78.43,90.0,top
C9,123.0,-78.43,90.0,top
R1,124.2,-81.4158,270.0,top
R2,143.0,-77.5842,270.0,top
U4,133.2,-83.0,0.0,top
